2025-01-11 03:05:14 postgres_entrypoint  | [NOTICE]   (1) : New worker (7) forked
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,205] INFO Started AdminServer on address 0.0.0.0, port 8080 and command URL /commands (org.apache.zookeeper.server.admin.JettyAdminServer)
2025-01-11 03:14:53 pg-slave             | 2025-01-10 20:14:53,560 INFO: no action. I am (postgresql1), the leader with the lock
2025-01-11 03:15:03 pg-slave             | 2025-01-10 20:15:03,541 INFO: no action. I am (postgresql1), the leader with the lock
2025-01-11 03:15:13 pg-slave             | 2025-01-10 20:15:13,557 INFO: no action. I am (postgresql1), the leader with the lock
2025-01-11 03:15:23 pg-slave             | 2025-01-10 20:15:23,570 INFO: no action. I am (postgresql1), the leader with the lock
2025-01-11 03:15:25 pg-slave             | 2025-01-10 20:15:25.009 UTC [258] ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:25 pg-slave             | 2025-01-10 20:15:25.009 UTC [258] DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,213] INFO Using org.apache.zookeeper.server.NIOServerCnxnFactory as server connection factory (org.apache.zookeeper.server.ServerCnxnFactory)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,218] WARN maxCnxns is not configured, using default value 0. (org.apache.zookeeper.server.ServerCnxnFactory)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,220] INFO Configuring NIO connection handler with 10s sessionless connection timeout, 2 selector thread(s), 16 worker threads, and 64 kB direct buffers. (org.apache.zookeeper.server.NIOServerCnxnFactory)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,223] INFO binding to port 0.0.0.0/0.0.0.0:2181 (org.apache.zookeeper.server.NIOServerCnxnFactory)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,262] INFO Using org.apache.zookeeper.server.watch.WatchManager as watch manager (org.apache.zookeeper.server.watch.WatchManagerFactory)
2025-01-11 03:15:25 pg-slave             | 2025-01-10 20:15:25.009 UTC [258] STATEMENT:  START_REPLICATION SLOT "postgresql0" 0/4000000 TIMELINE 1
2025-01-11 03:15:25 pg-slave             | 2025-01-10 20:15:25.022 UTC [259] ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:25 pg-slave             | 2025-01-10 20:15:25.022 UTC [259] DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:15:25 pg-slave             | 2025-01-10 20:15:25.022 UTC [259] STATEMENT:  START_REPLICATION SLOT "postgresql0" 0/4000000 TIMELINE 1
2025-01-11 03:15:30 pg-slave             | 2025-01-10 20:15:30.039 UTC [262] ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:30 pg-slave             | 2025-01-10 20:15:30.039 UTC [262] DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,263] INFO Using org.apache.zookeeper.server.watch.WatchManager as watch manager (org.apache.zookeeper.server.watch.WatchManagerFactory)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,263] INFO zookeeper.snapshotSizeFactor = 0.33 (org.apache.zookeeper.server.ZKDatabase)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,264] INFO zookeeper.commitLogCount=500 (org.apache.zookeeper.server.ZKDatabase)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,290] INFO zookeeper.snapshot.compression.method = CHECKED (org.apache.zookeeper.server.persistence.SnapStream)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,290] INFO Snapshotting: 0x0 to /var/lib/zookeeper/data/version-2/snapshot.0 (org.apache.zookeeper.server.persistence.FileTxnSnapLog)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,297] INFO Snapshot loaded in 34 ms, highest zxid is 0x0, digest is 1371985504 (org.apache.zookeeper.server.ZKDatabase)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,300] INFO Snapshotting: 0x0 to /var/lib/zookeeper/data/version-2/snapshot.0 (org.apache.zookeeper.server.persistence.FileTxnSnapLog)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,308] INFO Snapshot taken in 7 ms (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,363] INFO PrepRequestProcessor (sid:0) started, reconfigEnabled=false (org.apache.zookeeper.server.PrepRequestProcessor)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,364] INFO zookeeper.request_throttler.shutdownTimeout = 10000 ms (org.apache.zookeeper.server.RequestThrottler)
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,423] INFO Using checkIntervalMs=60000 maxPerMinute=10000 maxNeverUsedIntervalMs=0 (org.apache.zookeeper.server.ContainerManager)
2025-01-11 03:15:30 pg-slave             | 2025-01-10 20:15:30.039 UTC [262] STATEMENT:  START_REPLICATION SLOT "postgresql0" 0/4000000 TIMELINE 1
2025-01-11 03:08:50 pg-master            | 2025-01-10 20:08:50.177 UTC [97] STATEMENT:  CREATE TABLE test
2025-01-11 03:15:33 pg-slave             | 2025-01-10 20:15:33,541 INFO: no action. I am (postgresql1), the leader with the lock
2025-01-11 03:15:35 pg-slave             | 2025-01-10 20:15:35.052 UTC [264] ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:08:50 pg-master            | ;
2025-01-11 03:08:54 pg-master            | 2025-01-10 20:08:54.351 UTC [97] ERROR:  syntax error at or near ";" at character 18
2025-01-11 03:08:54 pg-master            | 2025-01-10 20:08:54.351 UTC [97] STATEMENT:  CREATE TABLE test;
2025-01-11 03:08:55 pg-master            | 2025-01-10 20:08:55,572 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:09:05 pg-master            | 2025-01-10 20:09:05,571 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:09:15 pg-master            | 2025-01-10 20:09:15,566 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:09:25 pg-master            | 2025-01-10 20:09:25,584 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:09:35 pg-master            | 2025-01-10 20:09:35,582 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:09:45 pg-master            | 2025-01-10 20:09:45,563 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:09:55 pg-master            | 2025-01-10 20:09:55,583 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:10:05 pg-master            | 2025-01-10 20:10:05,564 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:10:15 pg-master            | 2025-01-10 20:10:15,553 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:10:25 pg-master            | 2025-01-10 20:10:25,566 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:10:35 pg-master            | 2025-01-10 20:10:35,614 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:10:45 pg-master            | 2025-01-10 20:10:45,561 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:10:55 pg-master            | 2025-01-10 20:10:55,580 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:02:54 zoo                  | [2025-01-10 20:02:54,425] INFO ZooKeeper audit is disabled. (org.apache.zookeeper.audit.ZKAuditProvider)
2025-01-11 03:06:12 zoo                  | [2025-01-10 20:06:12,761] INFO Creating new log file: log.1 (org.apache.zookeeper.server.persistence.FileTxnLog)
2025-01-11 03:13:40 zoo                  | [2025-01-10 20:13:40,661] INFO Unable to read additional data from client, it probably closed the socket: address = /172.20.0.4:41094, session = 0x100006d969f0001 (org.apache.zookeeper.server.NIOServerCnxn)
2025-01-11 03:14:10 zoo                  | [2025-01-10 20:14:10,380] INFO Expiring session 0x100006d969f0001, timeout of 30000ms exceeded (org.apache.zookeeper.server.ZooKeeperServer)
2025-01-11 03:11:05 pg-master            | 2025-01-10 20:11:05,577 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:11:15 pg-master            | 2025-01-10 20:11:15,559 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:11:23 pg-master            | 2025-01-10 20:11:23.629 UTC [34] LOG:  checkpoint starting: time
2025-01-11 03:11:25 pg-master            | 2025-01-10 20:11:25,569 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:11:32 pg-master            | 2025-01-10 20:11:32.620 UTC [34] LOG:  checkpoint complete: wrote 88 buffers (0.5%); 0 WAL file(s) added, 0 removed, 0 recycled; write=8.969 s, sync=0.011 s, total=8.992 s; sync files=48, longest=0.005 s, average=0.001 s; distance=16841 kB, estimate=16841 kB
2025-01-11 03:11:35 pg-master            | 2025-01-10 20:11:35,561 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:15:35 pg-slave             | 2025-01-10 20:15:35.052 UTC [264] DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:11:45 pg-master            | 2025-01-10 20:11:45,572 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:11:55 pg-master            | 2025-01-10 20:11:55,552 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:12:05 pg-master            | 2025-01-10 20:12:05,558 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:12:15 pg-master            | 2025-01-10 20:12:15,552 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:12:25 pg-master            | 2025-01-10 20:12:25,551 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:12:35 pg-master            | 2025-01-10 20:12:35,560 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:12:45 pg-master            | 2025-01-10 20:12:45,595 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:12:55 pg-master            | 2025-01-10 20:12:55,560 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:13:05 pg-master            | 2025-01-10 20:13:05,555 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:13:15 pg-master            | 2025-01-10 20:13:15,600 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:13:25 pg-master            | 2025-01-10 20:13:25,624 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:13:35 pg-master            | 2025-01-10 20:13:35,559 INFO: no action. I am (postgresql0), the leader with the lock
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,253 INFO: Connecting to zoo(172.20.0.2):2181, use_ssl: False
2025-01-11 03:15:35 pg-slave             | 2025-01-10 20:15:35.052 UTC [264] STATEMENT:  START_REPLICATION SLOT "postgresql0" 0/4000000 TIMELINE 1
2025-01-11 03:15:40 pg-slave             | 2025-01-10 20:15:40.049 UTC [267] ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:40 pg-slave             | 2025-01-10 20:15:40.049 UTC [267] DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,272 INFO: Zookeeper connection established, state: CONNECTED
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,284 INFO: No PostgreSQL configuration items changed, nothing to reload.
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,287 INFO: Reaped pid=12, exit status=0
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,300 INFO: Reaped pid=15, exit status=0
2025-01-11 03:15:40 pg-slave             | 2025-01-10 20:15:40.049 UTC [267] STATEMENT:  START_REPLICATION SLOT "postgresql0" 0/4000000 TIMELINE 1
2025-01-11 03:15:43 pg-slave             | 2025-01-10 20:15:43,563 INFO: no action. I am (postgresql1), the leader with the lock
2025-01-11 03:15:45 pg-slave             | 2025-01-10 20:15:45.065 UTC [270] ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:45 pg-slave             | 2025-01-10 20:15:45.065 UTC [270] DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:15:45 pg-slave             | 2025-01-10 20:15:45.065 UTC [270] STATEMENT:  START_REPLICATION SLOT "postgresql0" 0/4000000 TIMELINE 1
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,301 WARNING: Postgresql is not running.
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,301 INFO: Lock owner: postgresql1; I am postgresql0
2025-01-11 03:15:50 pg-slave             | 2025-01-10 20:15:50.068 UTC [272] ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:50 pg-slave             | 2025-01-10 20:15:50.068 UTC [272] DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:15:50 pg-slave             | 2025-01-10 20:15:50.068 UTC [272] STATEMENT:  START_REPLICATION SLOT "postgresql0" 0/4000000 TIMELINE 1
2025-01-11 03:15:53 pg-slave             | 2025-01-10 20:15:53,547 INFO: no action. I am (postgresql1), the leader with the lock
2025-01-11 03:15:55 pg-slave             | 2025-01-10 20:15:55.079 UTC [275] ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:15:55 pg-slave             | 2025-01-10 20:15:55.079 UTC [275] DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:15:55 pg-slave             | 2025-01-10 20:15:55.079 UTC [275] STATEMENT:  START_REPLICATION SLOT "postgresql0" 0/4000000 TIMELINE 1
2025-01-11 03:16:00 pg-slave             | 2025-01-10 20:16:00.066 UTC [278] ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:16:00 pg-slave             | 2025-01-10 20:16:00.066 UTC [278] DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:16:00 pg-slave             | 2025-01-10 20:16:00.066 UTC [278] STATEMENT:  START_REPLICATION SLOT "postgresql0" 0/4000000 TIMELINE 1
2025-01-11 03:16:03 pg-slave             | 2025-01-10 20:16:03,551 INFO: no action. I am (postgresql1), the leader with the lock
2025-01-11 03:16:05 pg-slave             | 2025-01-10 20:16:05.068 UTC [280] ERROR:  requested starting point 0/4000000 on timeline 1 is not in this server's history
2025-01-11 03:16:05 pg-slave             | 2025-01-10 20:16:05.068 UTC [280] DETAIL:  This server's history forked from timeline 1 at 0/3072538.
2025-01-11 03:16:05 pg-slave             | 2025-01-10 20:16:05.068 UTC [280] STATEMENT:  START_REPLICATION SLOT "postgresql0" 0/4000000 TIMELINE 1
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,302 INFO: Reaped pid=16, exit status=0
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,302 INFO: pg_controldata:
2025-01-11 03:15:23 pg-master            |   pg_control version number: 1300
2025-01-11 03:15:23 pg-master            |   Catalog version number: 202209061
2025-01-11 03:15:23 pg-master            |   Database system identifier: 7458380677278396439
2025-01-11 03:15:23 pg-master            |   Database cluster state: in production
2025-01-11 03:15:23 pg-master            |   pg_control last modified: Fri Jan 10 20:11:32 2025
2025-01-11 03:15:23 pg-master            |   Latest checkpoint location: 0/3072488
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's REDO location: 0/3072450
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's REDO WAL file: 000000010000000000000003
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's TimeLineID: 1
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's PrevTimeLineID: 1
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's full_page_writes: on
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's NextXID: 0:741
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's NextOID: 24576
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's NextMultiXactId: 1
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's NextMultiOffset: 0
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's oldestXID: 717
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's oldestXID's DB: 1
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's oldestActiveXID: 741
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's oldestMultiXid: 1
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's oldestMulti's DB: 1
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's oldestCommitTsXid: 0
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's newestCommitTsXid: 0
2025-01-11 03:15:23 pg-master            |   Time of latest checkpoint: Fri Jan 10 20:11:23 2025
2025-01-11 03:15:23 pg-master            |   Fake LSN counter for unlogged rels: 0/3E8
2025-01-11 03:15:23 pg-master            |   Minimum recovery ending location: 0/0
2025-01-11 03:15:23 pg-master            |   Min recovery ending loc's timeline: 0
2025-01-11 03:15:23 pg-master            |   Backup start location: 0/0
2025-01-11 03:15:23 pg-master            |   Backup end location: 0/0
2025-01-11 03:15:23 pg-master            |   End-of-backup record required: no
2025-01-11 03:15:23 pg-master            |   wal_level setting: replica
2025-01-11 03:15:23 pg-master            |   wal_log_hints setting: on
2025-01-11 03:15:23 pg-master            |   max_connections setting: 100
2025-01-11 03:15:23 pg-master            |   max_worker_processes setting: 8
2025-01-11 03:15:23 pg-master            |   max_wal_senders setting: 10
2025-01-11 03:15:23 pg-master            |   max_prepared_xacts setting: 0
2025-01-11 03:15:23 pg-master            |   max_locks_per_xact setting: 64
2025-01-11 03:15:23 pg-master            |   track_commit_timestamp setting: off
2025-01-11 03:15:23 pg-master            |   Maximum data alignment: 8
2025-01-11 03:15:23 pg-master            |   Database block size: 8192
2025-01-11 03:15:23 pg-master            |   Blocks per segment of large relation: 131072
2025-01-11 03:15:23 pg-master            |   WAL block size: 8192
2025-01-11 03:15:23 pg-master            |   Bytes per WAL segment: 16777216
2025-01-11 03:15:23 pg-master            |   Maximum length of identifiers: 64
2025-01-11 03:15:23 pg-master            |   Maximum columns in an index: 32
2025-01-11 03:15:23 pg-master            |   Maximum size of a TOAST chunk: 1996
2025-01-11 03:15:23 pg-master            |   Size of a large-object chunk: 2048
2025-01-11 03:15:23 pg-master            |   Date/time type storage: 64-bit integers
2025-01-11 03:15:23 pg-master            |   Float8 argument passing: by value
2025-01-11 03:15:23 pg-master            |   Data page checksum version: 0
2025-01-11 03:15:23 pg-master            |   Mock authentication nonce: 3e48de0eedcd72b8786360a5d8dc3de7614750af84d0fe3b2242e8c0889a0865
2025-01-11 03:15:23 pg-master            | 
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,322 INFO: Reaped pid=18, exit status=0
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,326 INFO: doing crash recovery in a single user mode
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,679 WARNING: Postgresql is not running.
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,679 INFO: Lock owner: postgresql1; I am postgresql0
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,680 INFO: Reaped pid=23, exit status=0
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,680 INFO: pg_controldata:
2025-01-11 03:15:23 pg-master            |   pg_control version number: 1300
2025-01-11 03:15:23 pg-master            |   Catalog version number: 202209061
2025-01-11 03:15:23 pg-master            |   Database system identifier: 7458380677278396439
2025-01-11 03:15:23 pg-master            |   Database cluster state: shut down
2025-01-11 03:15:23 pg-master            |   pg_control last modified: Fri Jan 10 20:15:23 2025
2025-01-11 03:15:23 pg-master            |   Latest checkpoint location: 0/4000028
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's REDO location: 0/4000028
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's REDO WAL file: 000000010000000000000004
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's TimeLineID: 1
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's PrevTimeLineID: 1
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's full_page_writes: on
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's NextXID: 0:741
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's NextOID: 24576
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's NextMultiXactId: 1
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's NextMultiOffset: 0
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's oldestXID: 717
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's oldestXID's DB: 1
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's oldestActiveXID: 0
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's oldestMultiXid: 1
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's oldestMulti's DB: 1
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's oldestCommitTsXid: 0
2025-01-11 03:15:23 pg-master            |   Latest checkpoint's newestCommitTsXid: 0
2025-01-11 03:15:23 pg-master            |   Time of latest checkpoint: Fri Jan 10 20:15:23 2025
2025-01-11 03:15:23 pg-master            |   Fake LSN counter for unlogged rels: 0/3E8
2025-01-11 03:15:23 pg-master            |   Minimum recovery ending location: 0/0
2025-01-11 03:15:23 pg-master            |   Min recovery ending loc's timeline: 0
2025-01-11 03:15:23 pg-master            |   Backup start location: 0/0
2025-01-11 03:15:23 pg-master            |   Backup end location: 0/0
2025-01-11 03:15:23 pg-master            |   End-of-backup record required: no
2025-01-11 03:15:23 pg-master            |   wal_level setting: replica
2025-01-11 03:15:23 pg-master            |   wal_log_hints setting: on
2025-01-11 03:15:23 pg-master            |   max_connections setting: 100
2025-01-11 03:15:23 pg-master            |   max_worker_processes setting: 8
2025-01-11 03:15:23 pg-master            |   max_wal_senders setting: 10
2025-01-11 03:15:23 pg-master            |   max_prepared_xacts setting: 0
2025-01-11 03:15:23 pg-master            |   max_locks_per_xact setting: 64
2025-01-11 03:15:23 pg-master            |   track_commit_timestamp setting: off
2025-01-11 03:15:23 pg-master            |   Maximum data alignment: 8
2025-01-11 03:15:23 pg-master            |   Database block size: 8192
2025-01-11 03:15:23 pg-master            |   Blocks per segment of large relation: 131072
2025-01-11 03:15:23 pg-master            |   WAL block size: 8192
2025-01-11 03:15:23 pg-master            |   Bytes per WAL segment: 16777216
2025-01-11 03:15:23 pg-master            |   Maximum length of identifiers: 64
2025-01-11 03:15:23 pg-master            |   Maximum columns in an index: 32
2025-01-11 03:15:23 pg-master            |   Maximum size of a TOAST chunk: 1996
2025-01-11 03:15:23 pg-master            |   Size of a large-object chunk: 2048
2025-01-11 03:15:23 pg-master            |   Date/time type storage: 64-bit integers
2025-01-11 03:15:23 pg-master            |   Float8 argument passing: by value
2025-01-11 03:15:23 pg-master            |   Data page checksum version: 0
2025-01-11 03:15:23 pg-master            |   Mock authentication nonce: 3e48de0eedcd72b8786360a5d8dc3de7614750af84d0fe3b2242e8c0889a0865
2025-01-11 03:15:23 pg-master            | 
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,686 INFO: Lock owner: postgresql1; I am postgresql0
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,694 INFO: Reaped pid=25, exit status=0
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,695 INFO: Reaped pid=26, exit status=0
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,695 INFO: Local timeline=1 lsn=0/4000028
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,720 INFO: primary_timeline=2
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,720 INFO: primary: history=10/3072538---XXno recovery target specified
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,727 INFO: Reaped pid=28, exit status=0
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,728 INFO: Reaped pid=29, exit status=0
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,729 INFO: running pg_rewind from postgresql1
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,763 INFO: Trying to archive 000000010000000000000003: mkdir -p /tmp/wal_archive && test ! -f /tmp/wal_archive/000000010000000000000003 && cp /var/lib/postgresql/data/postgresql0/pg_wal/000000010000000000000003 /tmp/wal_archive/000000010000000000000003
2025-01-11 03:15:23 pg-master            | 2025-01-10 20:15:23,816 INFO: running pg_rewind from dbname=postgres user=postgres host=pg-slave port=5432 target_session_attrs=read-write
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24,709 INFO: pg_rewind exit code=1
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24,710 INFO:  stdout=
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24,710 INFO:  stderr=pg_rewind: servers diverged at WAL location 0/3072538 on timeline 1
2025-01-11 03:15:24 pg-master            | pg_rewind: rewinding from last common checkpoint at 0/3072488 on timeline 1
2025-01-11 03:15:24 pg-master            | pg_rewind: error: could not open target file "/var/lib/postgresql/data/postgresql0/.s.PGSQL.5432": No such device or address
2025-01-11 03:15:24 pg-master            | 
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24,720 ERROR: Failed to rewind from healthy primary: postgresql1
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24,727 WARNING: Postgresql is not running.
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24,727 INFO: Lock owner: postgresql1; I am postgresql0
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24,729 INFO: Reaped pid=38, exit status=0
2025-01-11 03:15:24 pg-master            | 2025-01-10 20:15:24,729 INFO: pg_controldata:
2025-01-11 03:15:24 pg-master            |   pg_control version number: 1300
2025-01-11 03:15:24 pg-master            |   Catalog version number: 202209061
2025-01-11 03:15:24 pg-master            |   Database system identifier: 7458380677278396439
2025-01-11 03:15:24 pg-master            |   Database cluster state: shut down
2025-01-11 03:15:24 pg-master            |   pg_control last modified: Fri Jan 10 20:15:23 2025
2025-01-11 03:15:24 pg-master            |   Latest checkpoint location: 0/4000028
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's REDO location: 0/4000028
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's REDO WAL file: 000000010000000000000004
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's TimeLineID: 1
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's PrevTimeLineID: 1
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's full_page_writes: on
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's NextXID: 0:741
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's NextOID: 24576
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's NextMultiXactId: 1
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's NextMultiOffset: 0
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's oldestXID: 717
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's oldestXID's DB: 1
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's oldestActiveXID: 0
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's oldestMultiXid: 1
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's oldestMulti's DB: 1
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's oldestCommitTsXid: 0
2025-01-11 03:15:24 pg-master            |   Latest checkpoint's newestCommitTsXid: 0
2025-01-11 03:15:24 pg-master            |   Time of latest checkpoint: Fri Jan 10 20:15:23 2025
2025-01-11 03:15:24 pg-master            |   Fake LSN counter for unlogged rels: 0/3E8
2025-01-11 03:15:24 pg-master            |   Minimum recovery ending location: 0/0
2025-01-11 03:15:24 pg-master            |   Min recovery ending loc's timeline: 0
2025-01-11 03:15:24 pg-master            |   Backup start location: 0/0
2025-01-11 03:15:24 pg-master            |   Backup end location: 0/0
2025-01-11 03:15:24 pg-master            |   End-of-backup record required: no
2025-01-11 03:15:24 pg-master            |   wal_level setting: replica
2025-01-11 03:15:24 pg-master            |   wal_log_hints setting: on
